dataset,model,brier_overall,brier_min_group,brier_max_group,brier_diff
adult_income,dummy,0.2456839309428951,0.11337268471402402,0.30974672316940965,0.19637403845538565
adult_income,logreg,0.10475451092366293,0.05637331505878911,0.12817984011299233,0.07180652505420321
adult_income,tree,0.19329349269588314,0.11235497659271321,0.23248250714496896,0.12012753055225575
adult_income,rf,0.10677854747675962,0.05689989314064726,0.1309289198777964,0.07402902673714915
adult_income,gb,0.0947037793177162,0.050485399964136084,0.11611354553079782,0.06562814556666174
