dataset,model,brier_overall,brier_min_group,brier_max_group,brier_diff
adult_income,dummy,0.2456839309428951,0.11906449326718639,0.2965686274509804,0.17750413418379402
adult_income,logreg,0.10475451092366293,0.061566795431673135,0.11964200632676932,0.05807521089509618
adult_income,tree,0.19329349269588314,0.11409395973154363,0.2426470588235294,0.12855309909198578
adult_income,rf,0.10677854747675962,0.057152108433734944,0.11829883578431373,0.061146727350578786
adult_income,gb,0.0947037793177162,0.052491120811090156,0.11949137074333795,0.06700024993224779
