dataset,model,brier_overall,brier_min_group,brier_max_group,brier_diff
german_credit,dummy,0.3,0.25,0.625,0.375
german_credit,logreg,0.18814029783267044,0.16303774697859766,0.22204181942560208,0.059004072447004424
german_credit,tree,0.325,0.24107142857142858,0.625,0.3839285714285714
german_credit,rf,0.16614199999999996,0.14087008928571426,0.243903125,0.10303303571428574
german_credit,gb,0.17511479246037193,0.14407827733862155,0.2829856467970917,0.13890736945847015
