dataset,model,accuracy,precision,recall,f1,statistical_parity_diff,disparate_impact_ratio,equal_opportunity_diff,false_positive_rate_diff,average_odds_diff,predictive_parity_diff
german_credit,dummy,0.7,0.7,1.0,0.8235294117647058,0.0,1.0,0.0,0.0,0.0,0.04761904761904767
german_credit,logreg,0.705,0.7872340425531915,0.7928571428571428,0.7900355871886121,0.0071428571428572285,0.9898989898989898,0.025000000000000022,0.07500000000000007,0.050000000000000044,0.06998556998556993
german_credit,tree,0.675,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.13095238095238093,0.8286604361370716,0.15499999999999992,0.04999999999999993,0.10249999999999992,0.06517461878996555
german_credit,rf,0.725,0.7639751552795031,0.8785714285714286,0.8172757475083057,0.0071428571428571175,0.9911504424778761,0.0050000000000000044,0.025000000000000022,0.015000000000000013,0.049594395280236014
german_credit,gb,0.75,0.7960526315789473,0.8642857142857143,0.8287671232876712,0.06190476190476191,0.9204892966360856,0.08999999999999997,0.050000000000000044,0.07,0.072327714956262
