dataset,method,constraint,eps,base_model,model,accuracy,base_accuracy,delta_accuracy,abs_statistical_parity_diff,base_abs_spd,delta_abs_spd,abs_equal_opportunity_diff,base_abs_eod,delta_abs_eod,abs_average_odds_diff,base_abs_aod,delta_abs_aod,di_gap,base_di_gap,delta_di_gap,abs_predictive_parity_diff,base_abs_ppd,delta_abs_ppd
adult_income,threshold_optimizer,demographic_parity,,gb,gb_thresh_demographic_parity,0.8387782204515273,0.8658698539176627,-0.027091633466135412,0.0046253916401019,0.1642633262544764,-0.1596379346143745,0.3184443958276092,0.0570102207693024,0.2614341750583068,0.191572398953326,0.0568625779002621,0.1347098210530639,0.025193513445477822,0.6764529105130571,-0.6512593970675793,0.3502202643171805,0.0216695545387255,0.328550709778455
adult_income,threshold_optimizer,equalized_odds,,gb,gb_thresh_equalized_odds,0.8464807436918991,0.8658698539176627,-0.019389110225763617,0.106884446910489,0.1642633262544764,-0.0573788793439874,0.0146488363471646,0.0570102207693024,-0.0423613844221378,0.0089273982888411,0.0568625779002621,-0.047935179611421,0.45897438967445303,0.6764529105130571,-0.21747852083860408,0.2682107093950421,0.0216695545387255,0.2465411548563166
adult_income,expgrad_dp,demographic_parity,0.005,logreg,logreg_dp_eps0.005,0.8278220451527224,0.848207171314741,-0.020385126162018596,0.0108294695294457,0.1739510410079906,-0.16312157147854492,0.2608812378937892,0.057805353551336,0.2030758843424532,0.1519255870013554,0.0669645556233316,0.08496103137802379,0.06486813891103083,0.6747252343685324,-0.6098570954575016,0.3106415926138576,0.0134942549211721,0.2971473376926855
adult_income,expgrad_dp,demographic_parity,0.01,logreg,logreg_dp_eps0.01,0.8278220451527224,0.848207171314741,-0.020385126162018596,0.0136532961396636,0.1739510410079906,-0.160297744868327,0.2654264042347675,0.057805353551336,0.20762105068343148,0.1520354941409893,0.0669645556233316,0.0850709385176577,0.08139835248482219,0.6747252343685324,-0.5933268818837102,0.2956231459763709,0.0134942549211721,0.2821288910551988
adult_income,expgrad_dp,demographic_parity,0.02,logreg,logreg_dp_eps0.02,0.8272908366533864,0.848207171314741,-0.020916334661354563,0.0135611838760772,0.1739510410079906,-0.16038985713191342,0.2652219088784686,0.057805353551336,0.20741655532713257,0.1517904709060152,0.0669645556233316,0.08482591528268359,0.08099195573311124,0.6747252343685324,-0.5937332786354211,0.2947555518185299,0.0134942549211721,0.2812612968973578
adult_income,expgrad_dp,demographic_parity,0.05,logreg,logreg_dp_eps0.05,0.8278220451527224,0.848207171314741,-0.020385126162018596,0.0128797296472968,0.1739510410079906,-0.1610713113606938,0.2624492260307736,0.057805353551336,0.20464387247943758,0.1516387643936625,0.0669645556233316,0.0846742087703309,0.07593876625864115,0.6747252343685324,-0.5987864681098912,0.3028177516846895,0.0134942549211721,0.2893234967635174
adult_income,threshold_optimizer,demographic_parity,,logreg,logreg_thresh_demographic_parity,0.8234395750332005,0.848207171314741,-0.02476759628154046,0.0051270945635691,0.1739510410079906,-0.1688239464444215,0.3150359494839347,0.057805353551336,0.2572305959325987,0.1864949229793382,0.0669645556233316,0.1195303673560066,0.02696939570751078,0.6747252343685324,-0.6477558386610216,0.3222002169848236,0.0134942549211721,0.3087059620636515
adult_income,threshold_optimizer,equalized_odds,,logreg,logreg_thresh_equalized_odds,0.8316733067729084,0.848207171314741,-0.016533864541832588,0.1007549494645282,0.1739510410079906,-0.0731960915434624,0.0060097643676553,0.057805353551336,-0.0517955891836807,0.0080694156866561,0.0669645556233316,-0.0588951399366755,0.44315581803925796,0.6747252343685324,-0.2315694163292744,0.2524924143909839,0.0134942549211721,0.23899815946981182
adult_income,threshold_optimizer,demographic_parity,,rf,rf_thresh_demographic_parity,0.7650730411686587,0.8474103585657371,-0.08233731739707839,0.1396130655067636,0.179827450381288,-0.04021438487452439,0.2652858850793218,0.0692822270115517,0.19600365806777012,0.2513176838261565,0.0742062655715769,0.1771114182545796,0.34040644706438195,0.6710956745196504,-0.3306892274552684,0.469693148381673,0.0074923959103969,0.46220075247127607
adult_income,threshold_optimizer,equalized_odds,,rf,rf_thresh_equalized_odds,0.8435590969455511,0.8474103585657371,-0.0038512616201860084,0.200114173471664,0.179827450381288,0.02028672309037599,0.1054847596694029,0.0692822270115517,0.0362025326578512,0.1010476510191066,0.0742062655715769,0.02684138544752969,0.7006758171901226,0.6710956745196504,0.029580142670472265,0.016183574879227,0.0074923959103969,0.0086911789688301
adult_income,threshold_optimizer,demographic_parity,,tree,tree_thresh_demographic_parity,0.7458831341301461,0.8067065073041169,-0.060823373173970796,0.0128621175899299,0.1790324003884201,-0.16617028279849022,0.0187570223876717,0.0489880621551639,-0.030231039767492203,0.0504744034007814,0.0719754912323197,-0.02150108783153829,0.03946534840792837,0.5815114490209023,-0.542046100612974,0.3665947985181765,0.1215307065717585,0.24506409194641798
adult_income,threshold_optimizer,equalized_odds,,tree,tree_thresh_equalized_odds,0.799468791500664,0.8067065073041169,-0.007237715803452893,0.1982627811633069,0.1790324003884201,0.019230380774886785,0.0701687543662329,0.0489880621551639,0.021180692211069004,0.092830272353081,0.0719754912323197,0.020854781120761307,0.6068695144688009,0.5815114490209023,0.025358065447898537,0.1035073251536381,0.1215307065717585,-0.018023381418120404
