dataset,model,brier_overall,brier_min_group,brier_max_group,brier_diff
german_credit,dummy,0.3,0.2857142857142857,0.3333333333333333,0.047619047619047616
german_credit,logreg,0.18814029783267044,0.17361107429284256,0.22204181942560208,0.04843074513275952
german_credit,tree,0.325,0.29285714285714287,0.4,0.10714285714285715
german_credit,rf,0.16614199999999996,0.1515344642857143,0.20022625000000005,0.04869178571428576
german_credit,gb,0.17511479246037193,0.15418323502108028,0.2239550931520524,0.06977185813097211
