dataset,model,accuracy,precision,recall,f1,statistical_parity_diff,disparate_impact_ratio,equal_opportunity_diff,predictive_parity_diff
german_credit,dummy,0.7,0.7,1.0,0.8235294117647058,0.0,1.0,0.0,0.375
german_credit,logreg,0.705,0.7872340425531915,0.7928571428571428,0.7900355871886121,0.525,0.41666666666666663,0.2564102564102565,0.17948717948717952
german_credit,tree,0.675,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.143452380952381,0.8153256704980842,0.19047619047619047,0.4942528735632184
german_credit,rf,0.725,0.7639751552795031,0.8785714285714286,0.8172757475083057,0.22499999999999998,0.7352941176470589,0.2564102564102565,0.41318681318681316
german_credit,gb,0.75,0.7960526315789473,0.8642857142857143,0.8287671232876712,0.22499999999999998,0.7352941176470589,0.33333333333333337,0.4505747126436781
