method,constraint,eps,base_model,model,accuracy,|SPD|,|EOD|,DI gap |DI-1|,|AOD|,|PPD|,Brier (overall)
expgrad_dp,demographic_parity,0.05,gb,gb_dp_eps0.05,0.77,0.0047619047619047,0.025,0.006079027355623046,0.075,0.0810072223306657,0.2266893257818992
